Regulator,Target,raw_importance,norm_importance,is_pdac_driver
TRIM60,RP11-338K17.8,0.005497111473232508,0.005497111473232508,False
CST6,MACROD2,0.00549704022705555,0.00549704022705555,False
BCL2L1,PMAIP1,0.005497034639120102,0.005497034639120102,True
CD37,RP11-290F20.3,0.005496733356267214,0.005496733356267214,False
EMP3,TUBA1A,0.005496697034686804,0.005496697034686804,False
AKR1C2,ATHL1,0.005496676079928875,0.005496676079928875,False
F2,PCK1,0.005496618337929249,0.005496618337929249,False
CSF1R,MS4A7,0.00549658015370369,0.00549658015370369,False
PTPRC,HMOX1,0.005496534984558821,0.005496534984558821,False
C1R,HES1,0.0054963575676083565,0.005496358033269644,False
SLAMF8,IFI30,0.0054963091388344765,0.0054963091388344765,False
BRCA2,NMT1,0.0054962714202702045,0.005496271885931492,False
CD4,CD68,0.005496181547641754,0.005496181547641754,False
PLN,HEY2,0.005496133118867874,0.005496133118867874,False
SULF1,SFRP2,0.005496131721884012,0.005496131721884012,False
SFRP4,FIBIN,0.005496058613061905,0.005496058613061905,False
PCOLCE,ENG,0.005495985969901085,0.005495985969901085,False
GNG4,ASPH,0.005495931953191757,0.005495931953191757,False
KCNMA1,AC079767.4,0.005495925899595022,0.005495925899595022,False
IGFBP7,MTRNR2L1,0.005495904944837093,0.005495904944837093,False
AGT,KCNMB1,0.005495819728821516,0.005495819728821516,False
KCTD19,RP11-117D22.2,0.005495788063853979,0.005495788063853979,False
HIST1H1C,CLCA2,0.005495667457580566,0.005495667457580566,False
CST7,FGFBP2,0.005495527293533087,0.005495527293533087,False
SPIB,RP11-159H22.2,0.0054955268278717995,0.0054955268278717995,False
MT-ND6,MUC5B,0.00549552496522665,0.00549552496522665,False
NDUFB8.1,LGMN,0.005495391320437193,0.005495391320437193,False
HPGDS,FCER1A,0.005495326593518257,0.005495326593518257,False
NMB,CEACAM5,0.005495247431099415,0.005495247431099415,False
CD3G,CXCR3,0.005495238117873669,0.005495238117873669,False
GGT5,COL15A1,0.005495172459632158,0.005495172459632158,False
LST1,TM4SF1,0.005495149176567793,0.005495149176567793,False
TRAF1,MIR155HG,0.005495097953826189,0.005495097953826189,False
MFAP5,KANK4,0.005495077930390835,0.005495077930390835,False
BIRC5,NMU,0.005494995042681694,0.005494995042681694,False
LRRN2,CNR2,0.005494961515069008,0.005494961515069008,False
SFRP4,SCRG1,0.005494930315762758,0.005494930315762758,False
COL6A1,ID1,0.005494869314134121,0.005494869314134121,False
DPT,PTN,0.005494728684425354,0.005494729150086641,False
RP11-290F20.3,CLEC12A,0.0054947189055383205,0.0054947189055383205,False
HCLS1,VSIG4,0.005494436714798212,0.005494436714798212,False
SERPINA1,CRP,0.005494367331266403,0.005494367331266403,False
CSF1R,GIMAP4,0.005494215060025454,0.005494215525686741,False
REG1B,CLEC2B,0.0054941726848483086,0.0054941726848483086,False
FABP7,CMTM5,0.005494161043316126,0.005494161043316126,False
WFDC2,TFF3,0.005493828561156988,0.005493828561156988,False
ELTD1,SEMA6B,0.005493788048624992,0.005493788048624992,False
EEF1A1,PI3,0.005493758711963892,0.005493758711963892,False
MT-ATP8,GOLGA8S,0.005493751261383295,0.005493751261383295,False
RPS17,UPK1B,0.005493746604770422,0.005493746604770422,False
PKIB,SPRR1A,0.005493624601513147,0.005493625067174435,False
VNN1,HBB,0.005493570119142532,0.005493570119142532,False
EFEMP2,MYL9,0.00549356359988451,0.005493564065545797,False
LRRC32,EBF3,0.005493507720530033,0.005493507720530033,False
APOBEC3G,DUSP4,0.005493385251611471,0.005493385251611471,False
MRC2,LRRC17,0.005493334028869867,0.005493334028869867,False
